"","id","paper_freq","h_index","name_of_author","total_papers","citation_count","average_citations","country","institute","institute_ID","average_coauthors","connected_countries","connected_institutes","average_h_index_of_coauthors","average_DCM_papers_of_coauthors","author_classification","connections","connections_per_paper","second_order_connections","second_order_connections_per_paper","third_order_connections","third_order_connections_per_paper","betweenness","closeness"
"120","56309167900",5,47,"Anderson D.",221,6864,31.0588235294118,"United States","Rothman Institute",60019861,10.2,1,4,44.4285714285714,9.48979591836735,1,7,1.4,36,7.2,92,18.4,0.0413320802005012,3.47383445974995
"121","6506146504",9,30,"Radcliff K.",170,2656,15.6235294117647,"United States","Rothman Institute",60019861,10.6666666666667,2,17,52.4252873563218,9.82758620689655,1,20,2.22222222222222,72,8,142,15.7777777777778,6.25681035340473,3.47891981262056
"122","53881909800",5,17,"Schroeder G.",194,1108,5.71134020618557,"United States","Thomas Jefferson University",113697095,10.2,2,5,48.6382978723404,9.95744680851064,2,8,1.6,39,7.8,103,20.6,0.479296612196867,3.47421285573417
"123","57206326058",17,84,"Vaccaro A.",1073,27521,25.6486486486486,"United States","Thomas Jefferson University",113697095,9.82352941176471,2,23,46.2916666666667,9.22222222222222,0,26,1.52941176470588,76,4.47058823529412,142,8.35294117647059,9.42011221399452,3.47911954162887
"124","6508048952",7,35,"Rihn J.",160,3267,20.41875,"United States","Rothman Institute",60019861,10.1428571428571,1,4,49.3666666666667,9.68333333333333,1,7,1,36,5.14285714285714,92,13.1428571428571,0.0413320802005012,3.47383445974995
"125","23094238900",7,32,"Kepler C.",239,3531,14.7740585774059,"United States","Thomas Jefferson University",60015277,9.71428571428571,2,6,48,9.77586206896552,1,9,1.28571428571429,45,6.42857142857143,114,16.2857142857143,1.08698017918032,3.47504960260571
"126","8084355300",4,9,"Prabhu K.",36,225,6.25,"India","Christian Medical College, Vellore",103068292,4.25,2,2,17.1,6.3,2,3,0.75,5,1.25,10,2.5,0,3.461393467905
"127","7201791596",5,20,"Daniel R.",182,1378,7.57142857142857,"Switzerland","Centre Hospitalier Universitaire Vaudois",114511715,3.4,1,2,14.2727272727273,6.18181818181818,2,3,0.6,5,1,10,2,0,3.461393467905
"128","56079973200",3,7,"Peters C.",17,194,11.4117647058824,"United States","Washington University School of Medicine in St. Louis",113642565,3,2,2,28,10.5,3,2,0.666666666666667,37,12.3333333333333,107,35.6666666666667,0,3.47706343058783
"129","7202404890",4,14,"Shiraishi T.",36,672,18.6666666666667,"Japan","Shiraishi Spine Clinic",118904488,3.5,1,3,9.66666666666667,2.66666666666667,2,2,0.5,3,0.75,3,0.75,0.01,1.65289256198347
"130","56486172100",2,3,"Lee J.",3,153,51,"South Korea","Soonchunhyang University",104298131,3,1,2,30,11,3,2,1,37,18.5,107,53.5,0,3.47706343058783
"131","54890067800",6,5,"Yeh K.",29,104,3.58620689655172,"Taiwan","Buddhist Tzu-Chi General Hospital Taiwan",100280598,7.5,1,3,10.695652173913,5.81159420289855,3,8,1.33333333333333,9,1.5,9,1.5,0,1.669449081803
"132","55362955100",6,5,"Peng C.",23,103,4.47826086956522,"Taiwan","Buddhist Tzu-Chi General Hospital Taiwan",100280598,7.5,1,3,10.4583333333333,5.81944444444444,3,8,1.33333333333333,9,1.5,9,1.5,0,1.669449081803
"133","55949886700",6,6,"Liu K.",26,111,4.26923076923077,"Taiwan","Buddhist Tzu-Chi General Hospital Taiwan",100280598,7.5,1,3,10.4285714285714,5.83333333333333,3,8,1.33333333333333,9,1.5,9,1.5,0,1.669449081803
"134","55434112400",6,13,"Chen I.",49,579,11.8163265306122,"Taiwan","Buddhist Tzu-Chi General Hospital Taiwan",100280598,7.5,1,3,9.65217391304348,5.81159420289855,2,8,1.33333333333333,9,1.5,9,1.5,0,1.669449081803
"135","55878862500",5,9,"Wang J.",76,255,3.35526315789474,"Taiwan","Buddhist Tzu-Chi General Hospital Taiwan",112828023,7.8,1,2,10.0327868852459,5.86885245901639,2,8,1.6,9,1.8,9,1.8,0,1.669449081803
"136","16445232200",6,12,"Wu W.",51,387,7.58823529411765,"Taiwan","Buddhist Tzu-Chi General Hospital Taiwan",100280598,7.5,1,3,9.79213483146067,5.83707865168539,2,8,1.33333333333333,9,1.5,9,1.5,0,1.669449081803
"137","7408203465",6,25,"Lee R.",113,1532,13.5575221238938,"Taiwan","Tzu Chi University",111088189,7.5,1,2,8.79166666666667,5.81944444444444,2,8,1.33333333333333,9,1.5,9,1.5,0,1.669449081803
"138","10241135200",6,9,"Yu T.",34,436,12.8235294117647,"Taiwan","Buddhist Tzu-Chi General Hospital Taiwan",100280598,7.5,1,3,10.1739130434783,5.81159420289855,2,8,1.33333333333333,9,1.5,9,1.5,0,1.669449081803
"139","35243401500",13,24,"Nakashima H.",124,1677,13.5241935483871,"Japan","Nagoya University Graduate School of Medicine",124486518,7.07692307692308,4,12,32.0796460176991,16.3805309734513,2,17,1.30769230769231,71,5.46153846153846,162,12.4615384615385,18.545943733593,3.48017848836208
"140","54784086900",3,2,"Bai C.",3,37,12.3333333333333,"China","Beijing Friendship Hospital, Capital Medical University",104823303,6,1,1,7.6,2.6,3,2,0.666666666666667,3,1,3,1,0,1.65289256198347
"141","55858318900",3,8,"Wang B.",26,193,7.42307692307692,"China","Beijing Friendship Hospital, Capital Medical University",104823303,6,1,1,4,2.6,3,2,0.666666666666667,3,1,3,1,0,1.65289256198347
"142","35210936800",2,7,"Li D.",19,143,7.52631578947368,"China","Beijing Friendship Hospital, Capital Medical University",104823303,7,1,1,5,3,3,2,1,3,1.5,3,1.5,0,1.65289256198347
"143","13403173200",7,38,"Salamon N.",181,5864,32.3977900552486,"United States","David Geffen School of Medicine at UCLA",110795527,3.14285714285714,1,3,36.4814814814815,8.7037037037037,1,3,0.428571428571429,9,1.28571428571429,44,6.28571428571429,0,3.47098917463772
"144","6603944469",13,36,"Holly L.",110,3741,34.0090909090909,"United States","David Geffen School of Medicine at UCLA",113684557,3.61538461538462,1,8,29.3157894736842,6.29824561403509,1,8,0.615384615384615,44,3.38461538461538,107,8.23076923076923,18.99,3.47732280572898
"145","8410364800",6,39,"Ellingson B.",190,5207,27.4052631578947,"United States","David Geffen School of Medicine at UCLA",120201458,3.16666666666667,1,4,36.843137254902,8.96078431372549,1,3,0.5,9,1.5,44,7.33333333333333,0,3.47098917463772
"146","57194387953",2,1,"Huang J.",1,12,12,"China","Shanghai General Hospital",100245661,5,1,5,12.4,7,3,5,2.5,14,7,16,8,0,1.74779794763528
"147","7201471906",6,21,"Hou S.",137,1663,12.1386861313869,"China","General Hospital of People's Liberation Army",112379830,5.5,1,6,9.31818181818182,6.95454545454545,2,8,1.33333333333333,16,2.66666666666667,18,3,2.77416666666667,1.7479239797287
"148","57194383495",2,1,"Zhang Z.",1,12,12,"China","Shanghai General Hospital",100245661,5,1,5,12.4,7,3,5,2.5,14,7,16,8,0,1.74779794763528
"149","55863477900",2,10,"Scott T.",17,317,18.6470588235294,"United States","Hospital for Special Surgery - New York",60022875,9,2,3,27.3333333333333,4,2,3,1.5,8,4,13,6.5,0,1.68060701528631
"150","35239130000",5,53,"Wang J.",448,10495,23.4263392857143,"United States","Keck School of Medicine of USC",60015183,6.4,2,4,14,3.28571428571429,1,4,0.8,11,2.2,13,2.6,0.32,1.68062565866105
"151","55863423900",2,9,"Phan K.",19,213,11.2105263157895,"United States","Montefiore Medical Center",60024099,9,2,3,27.6666666666667,4,2,3,1.5,8,4,13,6.5,0,1.68060701528631
"152","35308195400",5,20,"Suzuki A.",94,1135,12.0744680851064,"Japan","Osaka City University",113581718,7.8,2,5,22.6363636363636,3.54545454545455,2,6,1.2,10,2,13,2.6,0.35,1.68063031956936
"153","55757331400",6,9,"Yu S.",23,210,9.1304347826087,"China","Tongji University",105166145,5.83333333333333,1,7,11.3666666666667,7.16666666666667,2,9,1.5,14,2.33333333333333,16,2.66666666666667,0.285,1.74781811154887
"154","57213601094",3,5,"Yan N.",14,63,4.5,"China","Tongji University",105166145,5,1,3,12.3333333333333,8.53333333333333,3,4,1.33333333333333,13,4.33333333333333,14,4.66666666666667,0,1.74767697392328
"155","56443051100",5,28,"Nakamura H.",325,3118,9.59384615384615,"Japan","Osaka City University",113581718,6.2,1,2,16.2,4.2,2,3,0.6,9,1.8,10,2,0,1.68059769375406
"156","54394680800",2,5,"Yui M.",9,106,11.7777777777778,"Japan","Yodakubo Hospital",119640766,5.5,1,2,8.66666666666667,2.66666666666667,3,3,1.5,6,3,9,4.5,0,1.68056506920545
"157","10642081000",3,8,"Misawa H.",16,334,20.875,"Japan","Yodakubo Hospital",119640766,5.33333333333333,1,3,11.8888888888889,3,2,5,1.66666666666667,9,3,10,3.33333333333333,0.09,1.68060701528631
"158","6602441334",3,13,"Tsutsumimoto T.",23,631,27.4347826086957,"Japan","Yodakubo Hospital",119640766,5.33333333333333,1,3,10.2222222222222,3,2,5,1.66666666666667,9,3,10,3.33333333333333,0.09,1.68060701528631
"159","35337548600",2,5,"Ohta H.",9,213,23.6666666666667,"Japan","Yodakubo Hospital",102425975,5.5,1,1,8.66666666666667,2.66666666666667,2,3,1.5,6,3,9,4.5,0,1.68056506920545
"160","35451010100",9,67,"Albert T.",421,16469,39.1187648456057,"United States","Hospital for Special Surgery - New York",60022875,7.77777777777778,1,12,54.3725490196078,11,1,14,1.55555555555556,76,8.44444444444444,134,14.8888888888889,28.9643983509042,3.47889984098098
"161","32467499700",2,8,"Tomori M.",12,204,17,"Japan","Tokyo Medical and Dental University",60003303,8,1,5,14,5.8125,2,8,4,25,12.5,90,45,0,3.47357560472315
"162","55697242300",8,18,"Hirai T.",68,1018,14.9705882352941,"Japan","Japanese Organization of the Study for Ossification of Spinal Ligament (JOSL)",124134898,8.75,1,7,20.4444444444444,6.63333333333333,2,13,1.625,39,4.875,148,18.5,0.121819085798962,3.47524888746158
"163","7402893527",4,12,"Arai Y.",21,717,34.1428571428571,"Japan","Tokyo Medical and Dental University",60003303,8.5,1,7,17.5,6.40625,2,13,3.25,39,9.75,148,37,0.121819085798962,3.47524888746158
"164","55356959300",3,8,"Taniyama T.",14,162,11.5714285714286,"Japan","Kudanzaka Hospital",102143864,9.33333333333333,1,7,23.6590909090909,7.59090909090909,3,12,4,39,13,148,49.3333333333333,0.117485752465628,3.47522895794744
"165","55589165400",3,2,"Sato H.",4,59,14.75,"Japan","Saiseikai Kawaguchi General Hospital",102301426,6.66666666666667,1,5,14.75,5.6875,3,8,2.66666666666667,25,8.33333333333333,90,30,0,3.47357560472315
"166","37111201600",6,8,"Sakai K.",22,371,16.8636363636364,"Japan","Japanese Organization of the Study for Ossification of Spinal Ligament (JOSL)",117278029,8.5,1,6,19.7234042553191,6.5531914893617,2,13,2.16666666666667,39,6.5,148,24.6666666666667,0.121819085798962,3.47524888746158
"167","21733916100",3,10,"Torigoe I.",16,428,26.75,"Japan","Saiseikai Kawaguchi General Hospital",102301426,8.66666666666667,1,7,16.2,6.12,2,13,4.33333333333333,39,13,148,49.3333333333333,0.121819085798962,3.47524888746158
"168","21733872300",7,21,"Yoshii T.",118,1403,11.8898305084746,"Japan","Japanese Organization of the Study for Ossification of Spinal Ligament (JOSL)",124134898,9.57142857142857,1,13,21.6301369863014,7.21917808219178,2,24,3.42857142857143,90,12.8571428571429,174,24.8571428571429,8.58209555379102,3.47981877379455
"169","7004081985",10,28,"Okawa A.",232,3259,14.0474137931034,"Japan","Tokyo Medical and Dental University",60003303,9.3,1,13,21.0917431192661,6.8348623853211,2,24,2.4,90,9,174,17.4,8.58209555379102,3.47981877379455
"170","35407803800",8,64,"Gökaslan Z.",552,17602,31.8876811594203,"United States","Brown University",60011460,10.75,2,19,43.4912280701754,7.92982456140351,1,18,2.25,55,6.875,115,14.375,6.16044464960927,3.47550799194783
"171","8589985800",5,46,"Sciubba D.",475,8083,17.0168421052632,"United States","Johns Hopkins University",60005248,8.6,2,5,40.4,5.26666666666667,1,5,1,28,5.6,83,16.6,0.520152645517553,3.47226201253681
"172","24168625300",7,14,"Imajo Y.",63,493,7.82539682539683,"Japan","Yamaguchi University Graduate School of Medicine",106597976,5.71428571428571,1,6,11.9032258064516,5.45161290322581,2,10,1.42857142857143,42,6,143,20.4285714285714,1.19147727272727,3.4748901911763
"173","55334288900",3,5,"Funaba M.",27,77,2.85185185185185,"Japan","Yamaguchi University Graduate School of Medicine",106597976,5.66666666666667,1,5,12.7142857142857,6,3,7,2.33333333333333,42,14,143,47.6666666666667,1.15665909090909,3.47483041566082
"174","55808070688",4,7,"Suzuki H.",39,160,4.1025641025641,"Japan","Yamaguchi University Graduate School of Medicine",106597976,5.75,1,3,11.5882352941176,5.70588235294118,3,5,1.25,15,3.75,42,10.5,0,3.46868453287237
"175","55768960700",5,11,"Taguchi T.",83,446,5.37349397590361,"Japan","Yamaguchi Rosai Hospital",108263714,5.6,1,5,10.1904761904762,5.09523809523809,2,9,1.8,16,3.2,42,8.4,0.0710757575757576,3.46878380776298
"176","56036795000",7,15,"Kanchiku T.",77,726,9.42857142857143,"Japan","Yamaguchi University",60020739,5.42857142857143,1,5,11.8064516129032,5.41935483870968,2,11,1.57142857142857,42,6,143,20.4285714285714,1.21897727272727,3.47491011680515
"177","57159484000",7,25,"Ghogawala Z.",96,2169,22.59375,"United States","Tufts University School of Medicine",60015849,7.28571428571429,1,7,34.7352941176471,9.67647058823529,2,7,1,61,8.71428571428571,133,19,1.9418479998779,3.47844055655049
"178","35273080700",5,19,"Okuda S.",50,1740,34.8,"Japan","Osaka Rosai Hospital",60014073,6,1,8,34.3333333333333,12.9583333333333,2,9,1.8,47,9.4,158,31.6,1.149482100345,3.47798139337347
"179","25824322100",5,20,"Kaito T.",111,1283,11.5585585585586,"Japan","Osaka University",60024322,9,1,24,28.1515151515152,9.36363636363636,2,25,5,129,25.8,170,34,7.14351015955674,3.48041833939248
"180","7101998211",6,17,"Enomoto M.",54,947,17.537037037037,"Japan","Tokyo Medical and Dental University",60003303,9,1,7,23.4393939393939,7.48484848484848,2,11,1.83333333333333,39,6.5,148,24.6666666666667,0.001,3.47520902866187
"181","55219954200",8,17,"Kato T.",46,873,18.9782608695652,"Japan","Tokyo Medical and Dental University",60003303,12.125,1,27,23.7926829268293,7.51219512195122,2,36,4.5,148,18.5,177,22.125,24.070150175463,3.48135807433791
"182","35429490500",10,54,"Shinomiya K.",250,9986,39.944,"Japan","Tokyo Medical and Dental University",112748353,6.2,1,7,19.5135135135135,7.06756756756757,0,11,1.1,39,3.9,148,14.8,0.001,3.47520902866187
"183","35555301900",7,19,"Kawabata S.",87,1111,12.7701149425287,"Japan","Tokyo Medical and Dental University",116703858,8.42857142857143,1,6,22.8867924528302,7.30188679245283,2,11,1.57142857142857,39,5.57142857142857,148,21.1428571428571,0.001,3.47520902866187
"184","36608386100",5,11,"Ishikawa Y.",50,636,12.72,"Japan","Konan Kosei Hospital",109648416,10.4,1,14,30.2666666666667,10.5,2,22,4.4,94,18.8,174,34.8,10.2712876507005,3.47985873840765
"185","7202964131",5,31,"Matsunaga S.",78,3236,41.4871794871795,"Japan","Japanese Organization of the Study for Ossification of Spinal Ligament (JOSL)",117278029,7,1,9,24.0714285714286,8.28571428571429,1,13,2.6,90,18,174,34.8,0,3.47959898482987
"186","8589146900",5,16,"Seki S.",76,1106,14.5526315789474,"Japan","University of Toyama",113424784,7.6,1,9,33.7727272727273,8.54545454545454,2,15,3,92,18.4,178,35.6,3.20559028224858,3.47975882859604
"187","6701846591",13,30,"Seichi A.",116,2944,25.3793103448276,"Japan","Mitsui Memorial Hospital",100269825,10.0769230769231,1,38,29.5222222222222,8.76666666666667,1,45,3.46153846153846,163,12.5384615384615,208,16,60.5306292759567,3.48414026251789
"188","55903607500",4,6,"Ouchida J.",20,135,6.75,"Japan","Konan Kosei Hospital",109648416,8.5,1,5,17.8787878787879,13.2727272727273,3,11,2.75,40,10,127,31.75,0.350896941767911,3.47760217608374
"189","55904476400",2,2,"Kobayakawa A.",5,49,9.8,"Japan","Nagoya University Graduate School of Medicine",124486518,8,1,5,15.375,12.75,3,8,4,28,14,70,35,0,3.47411326985146
"190","8639392500",22,31,"Yukawa Y.",116,2907,25.0603448275862,"Japan","Wakayama Medical University",110627429,7.18181818181818,5,17,23.2674418604651,14.1686046511628,1,26,1.18181818181818,70,3.18181818181818,162,7.36363636363636,28.6837488035146,3.48033838537569
"191","55902776800",4,5,"Inoue T.",16,104,6.5,"Japan","Nagoya University Graduate School of Medicine",124486518,8.5,1,6,18,13.2727272727273,3,11,2.75,40,10,127,31.75,0.350896941767911,3.47760217608374
"192","55904258700",4,5,"Tomita K.",7,103,14.7142857142857,"Japan","Chubu Rosai Hospital",107166408,8.5,1,6,18,13.2727272727273,3,11,2.75,40,10,127,31.75,0.350896941767911,3.47760217608374
"193","55902837900",2,2,"Matsumoto T.",3,48,16,"Japan","Japan Labour Health and Welfare Organization",105302799,8,1,4,15.375,12.75,3,8,4,28,14,70,35,0,3.47411326985146
"194","57211309494",2,5,"Liu F.",14,46,3.28571428571429,"China","Handan Central Hospital",113120702,5,1,1,16,12.75,3,3,1.5,9,4.5,10,5,0,3.44931611331516
"195","36009751100",7,28,"Ito Z.",153,2584,16.8888888888889,"Japan","Aichi Spine Hospital",123757789,9.28571428571429,2,11,25.8125,14.9166666666667,2,17,2.42857142857143,42,6,128,18.2857142857143,0.336154125396227,3.47778179501748
"196","56155811700",5,41,"Neo M.",226,6340,28.0530973451327,"Japan","Osaka Medical College",103349468,8.6,1,18,23.6842105263158,7.57894736842105,1,18,3.6,124,24.8,166,33.2,3.2,3.4797788100994
"197","35432020000",12,29,"Taguchi T.",158,2856,18.0759493670886,"Japan","Yamaguchi University School of Medicine",103288308,8.41666666666667,1,31,23.1830985915493,7.28169014084507,2,39,3.25,143,11.9166666666667,171,14.25,49.0817447173589,3.48105810379987
"198","55504198400",2,8,"Suzuki H.",15,206,13.7333333333333,"Japan","Yamaguchi University",105317377,5,1,4,15.2,6.9,2,7,3.5,42,21,143,71.5,0.00566666666666667,3.47483041566082
"199","7404399339",5,9,"Yoshida Y.",34,206,6.05882352941176,"Japan","Yamaguchi University Graduate School of Medicine",106597976,5.8,1,5,12.8181818181818,5.90909090909091,2,9,1.8,42,8.4,143,28.6,1.18197727272727,3.47487026577597
"200","7410349606",2,5,"Wang S.",19,89,4.68421052631579,"China","Peking University Third Hospital",123446544,9,1,3,13.3181818181818,7.45454545454545,3,7,3.5,14,7,29,14.5,0.02,3.46733495828899
"201","7005907261",13,27,"Bednařík J.",203,2808,13.8325123152709,"Czech Republic","Fakultni Nemocnice Brno",100291007,6.15384615384615,1,5,15.3472222222222,7,2,12,0.923076923076923,13,1,13,1,0.0129920634920635,1.68067226890756
"202","57201231516",12,16,"Kadaňka Z.",91,977,10.7362637362637,"Czech Republic","Fakultni Nemocnice Brno",60022084,6.33333333333333,1,5,17.3378378378378,7.09459459459459,2,12,1,13,1.08333333333333,13,1.08333333333333,0.0129920634920635,1.68067226890756
"203","8559629900",8,47,"Dušek L.",616,7946,12.8993506493506,"Czech Republic","Masaryk University",104496925,6.75,1,3,13.3809523809524,8.16666666666667,1,11,1.375,13,1.625,13,1.625,0.00878571428571428,1.68066760776657
"204","7004006875",3,5,"Kadaňka Z.",7,153,21.8571428571429,"Czech Republic","Fakultni Nemocnice Brno",100291007,6,1,3,22.2307692307692,8.92307692307692,3,7,2.33333333333333,13,4.33333333333333,13,4.33333333333333,0,1.68064896346114
"205","12243564300",2,7,"Němec M.",12,204,17,"Czech Republic","Fakultni Nemocnice Brno",100291007,10,1,5,15.5714285714286,7.57142857142857,2,11,5.5,13,6.5,13,6.5,0.00706349206349206,1.68066760776657
"206","7201921573",12,62,"Luk K.",464,13341,28.7521551724138,"Hong Kong","The University of Hong Kong",60006541,5.08333333333333,2,6,15.7435897435897,7.56410256410256,0,8,0.666666666666667,9,0.75,9,0.75,0.06,1.669449081803
"207","24504264600",3,12,"Cheung W.",20,679,33.95,"Hong Kong","The University of Hong Kong",103368805,6.33333333333333,1,3,33.125,9.375,2,5,1.66666666666667,9,3,9,3,0,1.66943528458913
"208","36731630800",5,19,"Wen C.",47,1262,26.8510638297872,"Hong Kong","Hong Kong Polytechnic University",60008928,4.8,1,2,27.5,9.55,2,5,1,9,1.8,9,1.8,0,1.66943528458913
"209","51663738600",7,12,"Mak K.",24,492,20.5,"Hong Kong","The University of Hong Kong",103368805,5.42857142857143,1,4,28.2222222222222,8.81481481481481,2,6,0.857142857142857,9,1.28571428571429,9,1.28571428571429,0.005,1.66943988363508
"210","37086969000",8,9,"Cui J.",12,199,16.5833333333333,"Hong Kong","The University of Hong Kong",60006541,4.75,1,4,29.3225806451613,8.83870967741935,3,6,0.75,9,1.125,9,1.125,0.005,1.66943988363508
"211","55654699700",12,27,"Hu Y.",323,2905,8.9938080495356,"Hong Kong","The University of Hong Kong",60006541,4.66666666666667,2,6,24.7380952380952,7.57142857142857,2,8,0.666666666666667,9,0.75,9,0.75,0.06,1.669449081803
"212","36773552700",2,8,"Shi S.",19,173,9.10526315789474,"China","Shanghai Jiao Tong University",113047800,5.5,1,3,16.3333333333333,8.33333333333333,3,4,2,19,9.5,23,11.5,0,1.74785844077183
"213","57203685091",7,16,"Yang L.",64,915,14.296875,"China","Changzheng Hospital",113918965,6.42857142857143,1,8,16.6538461538462,7.26923076923077,2,10,1.42857142857143,21,3,23,3.28571428571429,0.108833333333333,1.74789877185595
"214","7402686024",6,30,"Oka H.",184,3503,19.0380434782609,"Japan","University of Tokyo Hospital",115693601,9.16666666666667,2,13,25.8717948717949,9.38461538461539,1,16,2.66666666666667,92,15.3333333333333,248,41.3333333333333,37.4965918795375,3.48341926917174
"215","36011893100",4,9,"Ohya J.",30,266,8.86666666666667,"Japan","University of Tokyo",111415189,7.5,1,8,25.037037037037,9.85185185185185,2,9,2.25,56,14,195,48.75,0,3.48067821531958
"216","57203495165",5,15,"Kim T.",36,537,14.9166666666667,"South Korea","Hallym University Scared Heart Hospital",120793068,6.2,2,6,21.125,6.25,2,7,1.4,39,7.8,107,21.4,1.69000000000001,3.47720308931707
"217","7401616833",5,27,"Moon S.",158,2636,16.6835443037975,"South Korea","Severance Hospital",113247555,6.4,2,6,19.125,6.125,2,7,1.4,39,7.8,107,21.4,1.69000000000001,3.47720308931707
"218","56437827200",6,20,"Park M.",75,1432,19.0933333333333,"South Korea","Hallym University Scared Heart Hospital",107439190,6.5,2,6,18.1,5.4,2,7,1.16666666666667,39,6.5,107,17.8333333333333,1.69000000000001,3.47720308931707
"219","57217110767",3,12,"Daniel Riew K.",28,614,21.9285714285714,"United States","Columbia University in the City of New York",60030162,4,2,4,18.5,4.75,2,3,1,8,2.66666666666667,39,13,0,3.47086989392655
"220","16162624100",2,5,"Murata M.",6,265,44.1666666666667,"Japan","Tottori Prefectural Central Hospital",113719635,14,1,8,8.57894736842105,4.15789473684211,2,10,5,12,6,12,6,0,1.67784770348057
"221","7004907775",7,17,"Morio Y.",37,896,24.2162162162162,"Japan","Misasaonsen Hospital",102941936,7,1,10,13.5833333333333,5.1875,2,11,1.57142857142857,12,1.71428571428571,12,1.71428571428571,0.0175,1.67785234899329
"222","35488957100",3,6,"Tanida A.",19,144,7.57894736842105,"Japan","Tottori University Faculty of Medicine",100301817,10.6666666666667,1,9,9.60869565217391,4.34782608695652,3,10,3.33333333333333,12,4,12,4,0,1.67784770348057
"223","13005819900",4,6,"Yamane K.",9,149,16.5555555555556,"Japan","Tottori Red Cross Hospital",122205385,9.25,1,8,11.5185185185185,4.88888888888889,3,10,2.5,12,3,12,3,0,1.67784770348057
"224","57206334758",2,1,"Morishita T.",2,43,21.5,"Japan","Tottori Municipal Hospital",122738668,14,1,8,9,4.15789473684211,3,10,5,12,6,12,6,0,1.67784770348057
"225","57198398999",2,2,"Takahashi T.",4,45,11.25,"Japan","Tottori Red Cross Hospital",107109836,14,1,8,8.89473684210526,4.15789473684211,3,10,5,12,6,12,6,0,1.67784770348057
"226","36094012800",3,5,"Dokai T.",14,107,7.64285714285714,"Japan","Masuda Red Cross Hospital",122738422,10.6666666666667,1,8,9.73913043478261,4.34782608695652,3,10,3.33333333333333,12,4,12,4,0,1.67784770348057
"227","35425451200",8,17,"Nagashima H.",62,1177,18.9838709677419,"Japan","Tottori University Faculty of Medicine",100301817,6.625,1,10,12.695652173913,4.8695652173913,2,11,1.375,12,1.5,12,1.5,0.0175,1.67785234899329
"228","8668053400",5,11,"Nanjo Y.",18,441,24.5,"Japan","San-in Rosai Hospital",102380571,8.4,1,9,11.34375,4.71875,2,11,2.2,12,2.4,12,2.4,0.0175,1.67785234899329
"229","42961543400",2,3,"Ishii H.",5,63,12.6,"Japan","Misasaonsen Hospital",102941936,14,1,9,8.78947368421053,4.15789473684211,3,10,5,12,6,12,6,0,1.67784770348057
"230","8941549700",7,39,"Yang H.",633,7150,11.2954186413902,"China","Soochow University",113344775,4.42857142857143,1,3,7.2,4,1,3,0.428571428571429,18,2.57142857142857,39,5.57142857142857,31.19,3.46773178296348
"231","55628545524",2,6,"Matsumoto T.",10,136,13.6,"Japan","Chubu Rosai Hospital",107166408,9,1,5,20.7058823529412,14.2352941176471,3,9,4.5,40,20,127,63.5,0,3.47756226328475
"232","55337229500",3,4,"Wang C.",6,94,15.6666666666667,"China","Changzheng Hospital",113715444,8.66666666666667,2,5,13.5263157894737,5.68421052631579,3,9,3,21,7,23,7.66666666666667,0,1.74789373036864
"233","57198560086",2,1,"Guo Z.",1,11,11,"China","General Hospital of People's Liberation Army",112379830,6,1,3,14.5,8.25,3,4,2,14,7,16,8,0,1.74779290672958
"234","56046243800",4,6,"Li X.",10,96,9.6,"Hong Kong","The University of Hong Kong Li Ka Shing Faculty of Medicine",113624639,4.75,1,2,28.6153846153846,10.3076923076923,3,4,1,9,2.25,9,2.25,0,1.66943068556852
"235","55228372500",7,8,"Kondo S.",11,209,19,"Japan","Yokohama Minami Kyosai Hospital",107633894,4.28571428571429,1,3,8.43478260869565,4.82608695652174,2,5,0.714285714285714,6,0.857142857142857,6,0.857142857142857,0,1.66112956810631
"236","7103032282",7,10,"Mihara H.",14,290,20.7142857142857,"Japan","Yokohama Minami Kyosai Hospital",107633894,4.28571428571429,1,3,7.46428571428571,4.89285714285714,2,5,0.714285714285714,6,0.857142857142857,6,0.857142857142857,0,1.66112956810631
"237","18934971900",5,5,"Hachiya M.",8,105,13.125,"Japan","Yokohama Minami Kyosai Hospital",107633894,4.4,1,3,8.58823529411765,5.64705882352941,3,5,1,6,1.2,6,1.2,0,1.66112956810631
"238","55538348100",5,11,"Xue Y.",60,367,6.11666666666667,"China","Tianjin Medical University",123416302,6.6,1,3,6.33333333333333,3.13333333333333,2,7,1.4,8,1.6,8,1.6,0,1.66666666666667
"239","55982515700",3,6,"Ding H.",8,73,9.125,"China","Tianjin Medical University",103625906,7.33333333333333,1,3,6.90909090909091,3.36363636363636,3,7,2.33333333333333,8,2.66666666666667,8,2.66666666666667,0,1.66666666666667
"240","55982310100",3,6,"Tang Y.",8,73,9.125,"China","Tianjin Medical University",103625906,7.33333333333333,1,3,6.90909090909091,3.36363636363636,3,7,2.33333333333333,8,2.66666666666667,8,2.66666666666667,0,1.66666666666667
"241","56147621600",3,7,"Zhao Y.",12,86,7.16666666666667,"China","Tianjin Medical University",103625906,7.33333333333333,1,3,6.77272727272727,3.36363636363636,3,7,2.33333333333333,8,2.66666666666667,8,2.66666666666667,0,1.66666666666667
"242","55983155100",3,7,"Zong Y.",13,87,6.69230769230769,"China","Tianjin Medical University",103625906,7.33333333333333,1,3,6.77272727272727,3.36363636363636,3,7,2.33333333333333,8,2.66666666666667,8,2.66666666666667,0,1.66666666666667
